*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/607.cactuBSSN_s-4004B.champsimtrace.xz
Heartbeat CPU  0 instructions:  480000000 cycles:  403852638 heartbeat IPC: 1.10433 cumulative IPC: 1.09552 (Simulation time: 0 hr 24 min 1 sec) 
Heartbeat CPU  0 instructions:  481000002 cycles:  404764991 heartbeat IPC: 1.09607 cumulative IPC: 1.09552 (Simulation time: 0 hr 24 min 4 sec) 
Heartbeat CPU  0 instructions:  482000000 cycles:  405669257 heartbeat IPC: 1.10587 cumulative IPC: 1.09555 (Simulation time: 0 hr 24 min 8 sec) 
Heartbeat CPU  0 instructions:  483000000 cycles:  406578117 heartbeat IPC: 1.10028 cumulative IPC: 1.09556 (Simulation time: 0 hr 24 min 11 sec) 
Heartbeat CPU  0 instructions:  484000000 cycles:  407498716 heartbeat IPC: 1.08625 cumulative IPC: 1.09554 (Simulation time: 0 hr 24 min 14 sec) 
Heartbeat CPU  0 instructions:  485000000 cycles:  408417526 heartbeat IPC: 1.08836 cumulative IPC: 1.09552 (Simulation time: 0 hr 24 min 17 sec) 
Heartbeat CPU  0 instructions:  486000001 cycles:  409332314 heartbeat IPC: 1.09315 cumulative IPC: 1.09551 (Simulation time: 0 hr 24 min 20 sec) 
Heartbeat CPU  0 instructions:  487000003 cycles:  410249868 heartbeat IPC: 1.08986 cumulative IPC: 1.09550 (Simulation time: 0 hr 24 min 23 sec) 
Heartbeat CPU  0 instructions:  488000000 cycles:  411156991 heartbeat IPC: 1.10238 cumulative IPC: 1.09552 (Simulation time: 0 hr 24 min 27 sec) 
Heartbeat CPU  0 instructions:  489000000 cycles:  412066295 heartbeat IPC: 1.09974 cumulative IPC: 1.09553 (Simulation time: 0 hr 24 min 30 sec) 
Heartbeat CPU  0 instructions:  490000003 cycles:  412975232 heartbeat IPC: 1.10019 cumulative IPC: 1.09554 (Simulation time: 0 hr 24 min 33 sec) 
Heartbeat CPU  0 instructions:  491000001 cycles:  413881440 heartbeat IPC: 1.10350 cumulative IPC: 1.09556 (Simulation time: 0 hr 24 min 36 sec) 
Heartbeat CPU  0 instructions:  492000000 cycles:  414786954 heartbeat IPC: 1.10434 cumulative IPC: 1.09558 (Simulation time: 0 hr 24 min 40 sec) 
Heartbeat CPU  0 instructions:  493000002 cycles:  415696892 heartbeat IPC: 1.09898 cumulative IPC: 1.09559 (Simulation time: 0 hr 24 min 43 sec) 
Heartbeat CPU  0 instructions:  494000003 cycles:  416599499 heartbeat IPC: 1.10790 cumulative IPC: 1.09562 (Simulation time: 0 hr 24 min 46 sec) 
Heartbeat CPU  0 instructions:  495000003 cycles:  417511046 heartbeat IPC: 1.09704 cumulative IPC: 1.09562 (Simulation time: 0 hr 24 min 49 sec) 
Heartbeat CPU  0 instructions:  496000000 cycles:  418422231 heartbeat IPC: 1.09747 cumulative IPC: 1.09563 (Simulation time: 0 hr 24 min 53 sec) 
Heartbeat CPU  0 instructions:  497000000 cycles:  419330803 heartbeat IPC: 1.10063 cumulative IPC: 1.09564 (Simulation time: 0 hr 24 min 56 sec) 
Heartbeat CPU  0 instructions:  498000000 cycles:  420237979 heartbeat IPC: 1.10232 cumulative IPC: 1.09566 (Simulation time: 0 hr 24 min 59 sec) 
Heartbeat CPU  0 instructions:  499000001 cycles:  421145110 heartbeat IPC: 1.10238 cumulative IPC: 1.09567 (Simulation time: 0 hr 25 min 2 sec) 
Heartbeat CPU  0 instructions:  500000000 cycles:  422053997 heartbeat IPC: 1.10025 cumulative IPC: 1.09569 (Simulation time: 0 hr 25 min 6 sec) 
Heartbeat CPU  0 instructions:  501000002 cycles:  422961855 heartbeat IPC: 1.10150 cumulative IPC: 1.09570 (Simulation time: 0 hr 25 min 9 sec) 
Heartbeat CPU  0 instructions:  502000001 cycles:  423868334 heartbeat IPC: 1.10317 cumulative IPC: 1.09572 (Simulation time: 0 hr 25 min 12 sec) 
Heartbeat CPU  0 instructions:  503000003 cycles:  424778839 heartbeat IPC: 1.09829 cumulative IPC: 1.09573 (Simulation time: 0 hr 25 min 15 sec) 
Heartbeat CPU  0 instructions:  504000000 cycles:  425694535 heartbeat IPC: 1.09206 cumulative IPC: 1.09572 (Simulation time: 0 hr 25 min 18 sec) 
Heartbeat CPU  0 instructions:  505000000 cycles:  426598972 heartbeat IPC: 1.10566 cumulative IPC: 1.09574 (Simulation time: 0 hr 25 min 22 sec) 
Heartbeat CPU  0 instructions:  506000003 cycles:  427517975 heartbeat IPC: 1.08814 cumulative IPC: 1.09572 (Simulation time: 0 hr 25 min 25 sec) 
Heartbeat CPU  0 instructions:  507000001 cycles:  428424099 heartbeat IPC: 1.10360 cumulative IPC: 1.09574 (Simulation time: 0 hr 25 min 28 sec) 
Heartbeat CPU  0 instructions:  508000000 cycles:  429336580 heartbeat IPC: 1.09591 cumulative IPC: 1.09574 (Simulation time: 0 hr 25 min 31 sec) 
Heartbeat CPU  0 instructions:  509000001 cycles:  430249566 heartbeat IPC: 1.09531 cumulative IPC: 1.09574 (Simulation time: 0 hr 25 min 35 sec) 
Heartbeat CPU  0 instructions:  510000002 cycles:  431153910 heartbeat IPC: 1.10577 cumulative IPC: 1.09576 (Simulation time: 0 hr 25 min 38 sec) 
Heartbeat CPU  0 instructions:  511000001 cycles:  432064610 heartbeat IPC: 1.09806 cumulative IPC: 1.09577 (Simulation time: 0 hr 25 min 41 sec) 
Heartbeat CPU  0 instructions:  512000000 cycles:  432969117 heartbeat IPC: 1.10557 cumulative IPC: 1.09579 (Simulation time: 0 hr 25 min 45 sec) 
Heartbeat CPU  0 instructions:  513000002 cycles:  433873599 heartbeat IPC: 1.10561 cumulative IPC: 1.09582 (Simulation time: 0 hr 25 min 48 sec) 
Heartbeat CPU  0 instructions:  514000003 cycles:  434792989 heartbeat IPC: 1.08768 cumulative IPC: 1.09580 (Simulation time: 0 hr 25 min 51 sec) 
Heartbeat CPU  0 instructions:  515000002 cycles:  435707003 heartbeat IPC: 1.09407 cumulative IPC: 1.09579 (Simulation time: 0 hr 25 min 55 sec) 
Heartbeat CPU  0 instructions:  516000000 cycles:  436611182 heartbeat IPC: 1.10597 cumulative IPC: 1.09582 (Simulation time: 0 hr 25 min 58 sec) 
Heartbeat CPU  0 instructions:  517000000 cycles:  437520997 heartbeat IPC: 1.09912 cumulative IPC: 1.09583 (Simulation time: 0 hr 26 min 1 sec) 
Heartbeat CPU  0 instructions:  518000001 cycles:  438424514 heartbeat IPC: 1.10679 cumulative IPC: 1.09585 (Simulation time: 0 hr 26 min 4 sec) 
Heartbeat CPU  0 instructions:  519000002 cycles:  439337872 heartbeat IPC: 1.09486 cumulative IPC: 1.09585 (Simulation time: 0 hr 26 min 7 sec) 
Heartbeat CPU  0 instructions:  520000000 cycles:  440250777 heartbeat IPC: 1.09540 cumulative IPC: 1.09585 (Simulation time: 0 hr 26 min 10 sec) 
Heartbeat CPU  0 instructions:  521000003 cycles:  441153212 heartbeat IPC: 1.10812 cumulative IPC: 1.09588 (Simulation time: 0 hr 26 min 13 sec) 
Heartbeat CPU  0 instructions:  522000003 cycles:  442065337 heartbeat IPC: 1.09634 cumulative IPC: 1.09588 (Simulation time: 0 hr 26 min 16 sec) 
Heartbeat CPU  0 instructions:  523000000 cycles:  442983426 heartbeat IPC: 1.08922 cumulative IPC: 1.09586 (Simulation time: 0 hr 26 min 20 sec) 
Heartbeat CPU  0 instructions:  524000000 cycles:  443885530 heartbeat IPC: 1.10852 cumulative IPC: 1.09589 (Simulation time: 0 hr 26 min 23 sec) 
Heartbeat CPU  0 instructions:  525000001 cycles:  444798012 heartbeat IPC: 1.09591 cumulative IPC: 1.09589 (Simulation time: 0 hr 26 min 26 sec) 
Heartbeat CPU  0 instructions:  526000001 cycles:  445709991 heartbeat IPC: 1.09652 cumulative IPC: 1.09589 (Simulation time: 0 hr 26 min 29 sec) 
Heartbeat CPU  0 instructions:  527000001 cycles:  446621042 heartbeat IPC: 1.09763 cumulative IPC: 1.09590 (Simulation time: 0 hr 26 min 32 sec) 
Heartbeat CPU  0 instructions:  528000000 cycles:  447537134 heartbeat IPC: 1.09159 cumulative IPC: 1.09589 (Simulation time: 0 hr 26 min 35 sec) 
Heartbeat CPU  0 instructions:  529000000 cycles:  448451269 heartbeat IPC: 1.09393 cumulative IPC: 1.09588 (Simulation time: 0 hr 26 min 39 sec) 
Heartbeat CPU  0 instructions:  530000000 cycles:  449370597 heartbeat IPC: 1.08775 cumulative IPC: 1.09586 (Simulation time: 0 hr 26 min 42 sec) 
Heartbeat CPU  0 instructions:  531000002 cycles:  450278476 heartbeat IPC: 1.10147 cumulative IPC: 1.09588 (Simulation time: 0 hr 26 min 45 sec) 
Heartbeat CPU  0 instructions:  532000000 cycles:  451181532 heartbeat IPC: 1.10735 cumulative IPC: 1.09590 (Simulation time: 0 hr 26 min 48 sec) 
Heartbeat CPU  0 instructions:  533000000 cycles:  452086453 heartbeat IPC: 1.10507 cumulative IPC: 1.09592 (Simulation time: 0 hr 26 min 51 sec) 
Heartbeat CPU  0 instructions:  534000000 cycles:  453126653 heartbeat IPC: 0.96135 cumulative IPC: 1.09557 (Simulation time: 0 hr 26 min 55 sec) 
Heartbeat CPU  0 instructions:  535000000 cycles:  454101032 heartbeat IPC: 1.02629 cumulative IPC: 1.09540 (Simulation time: 0 hr 26 min 58 sec) 
Heartbeat CPU  0 instructions:  536000000 cycles:  455014377 heartbeat IPC: 1.09488 cumulative IPC: 1.09540 (Simulation time: 0 hr 27 min 1 sec) 
Heartbeat CPU  0 instructions:  537000003 cycles:  455923053 heartbeat IPC: 1.10051 cumulative IPC: 1.09541 (Simulation time: 0 hr 27 min 4 sec) 
Heartbeat CPU  0 instructions:  538000002 cycles:  456833242 heartbeat IPC: 1.09867 cumulative IPC: 1.09542 (Simulation time: 0 hr 27 min 8 sec) 
Heartbeat CPU  0 instructions:  539000003 cycles:  457739004 heartbeat IPC: 1.10404 cumulative IPC: 1.09544 (Simulation time: 0 hr 27 min 11 sec) 
Heartbeat CPU  0 instructions:  540000000 cycles:  458640781 heartbeat IPC: 1.10892 cumulative IPC: 1.09547 (Simulation time: 0 hr 27 min 14 sec) 
Heartbeat CPU  0 instructions:  541000000 cycles:  459556907 heartbeat IPC: 1.09155 cumulative IPC: 1.09546 (Simulation time: 0 hr 27 min 17 sec) 
Heartbeat CPU  0 instructions:  542000000 cycles:  460468109 heartbeat IPC: 1.09745 cumulative IPC: 1.09546 (Simulation time: 0 hr 27 min 21 sec) 
Heartbeat CPU  0 instructions:  543000000 cycles:  461371113 heartbeat IPC: 1.10741 cumulative IPC: 1.09549 (Simulation time: 0 hr 27 min 24 sec) 
Heartbeat CPU  0 instructions:  544000000 cycles:  462282457 heartbeat IPC: 1.09728 cumulative IPC: 1.09549 (Simulation time: 0 hr 27 min 27 sec) 
Heartbeat CPU  0 instructions:  545000002 cycles:  463191086 heartbeat IPC: 1.10056 cumulative IPC: 1.09551 (Simulation time: 0 hr 27 min 30 sec) 
Heartbeat CPU  0 instructions:  546000001 cycles:  464100571 heartbeat IPC: 1.09952 cumulative IPC: 1.09551 (Simulation time: 0 hr 27 min 33 sec) 
Heartbeat CPU  0 instructions:  547000002 cycles:  465015297 heartbeat IPC: 1.09322 cumulative IPC: 1.09551 (Simulation time: 0 hr 27 min 37 sec) 
Heartbeat CPU  0 instructions:  548000000 cycles:  465921502 heartbeat IPC: 1.10350 cumulative IPC: 1.09553 (Simulation time: 0 hr 27 min 40 sec) 
Heartbeat CPU  0 instructions:  549000000 cycles:  466835189 heartbeat IPC: 1.09447 cumulative IPC: 1.09553 (Simulation time: 0 hr 27 min 43 sec) 
Heartbeat CPU  0 instructions:  550000003 cycles:  467745275 heartbeat IPC: 1.09880 cumulative IPC: 1.09553 (Simulation time: 0 hr 27 min 46 sec) 
Heartbeat CPU  0 instructions:  551000000 cycles:  468650270 heartbeat IPC: 1.10498 cumulative IPC: 1.09555 (Simulation time: 0 hr 27 min 49 sec) 
Heartbeat CPU  0 instructions:  552000000 cycles:  469559640 heartbeat IPC: 1.09966 cumulative IPC: 1.09556 (Simulation time: 0 hr 27 min 53 sec) 
Heartbeat CPU  0 instructions:  553000000 cycles:  470472226 heartbeat IPC: 1.09579 cumulative IPC: 1.09556 (Simulation time: 0 hr 27 min 56 sec) 
Heartbeat CPU  0 instructions:  554000002 cycles:  471375614 heartbeat IPC: 1.10695 cumulative IPC: 1.09559 (Simulation time: 0 hr 27 min 59 sec) 
Heartbeat CPU  0 instructions:  555000002 cycles:  472290780 heartbeat IPC: 1.09270 cumulative IPC: 1.09558 (Simulation time: 0 hr 28 min 2 sec) 
Heartbeat CPU  0 instructions:  556000000 cycles:  473198742 heartbeat IPC: 1.10137 cumulative IPC: 1.09559 (Simulation time: 0 hr 28 min 5 sec) 
Heartbeat CPU  0 instructions:  557000002 cycles:  474112561 heartbeat IPC: 1.09431 cumulative IPC: 1.09559 (Simulation time: 0 hr 28 min 8 sec) 
Heartbeat CPU  0 instructions:  558000000 cycles:  475026308 heartbeat IPC: 1.09439 cumulative IPC: 1.09559 (Simulation time: 0 hr 28 min 12 sec) 
Heartbeat CPU  0 instructions:  559000000 cycles:  475931708 heartbeat IPC: 1.10448 cumulative IPC: 1.09561 (Simulation time: 0 hr 28 min 15 sec) 
Heartbeat CPU  0 instructions:  560000000 cycles:  476847867 heartbeat IPC: 1.09151 cumulative IPC: 1.09560 (Simulation time: 0 hr 28 min 18 sec) 
Heartbeat CPU  0 instructions:  561000003 cycles:  477761197 heartbeat IPC: 1.09490 cumulative IPC: 1.09560 (Simulation time: 0 hr 28 min 21 sec) 
Heartbeat CPU  0 instructions:  562000002 cycles:  478662360 heartbeat IPC: 1.10968 cumulative IPC: 1.09563 (Simulation time: 0 hr 28 min 24 sec) 
Heartbeat CPU  0 instructions:  563000003 cycles:  479576462 heartbeat IPC: 1.09397 cumulative IPC: 1.09562 (Simulation time: 0 hr 28 min 27 sec) 
Heartbeat CPU  0 instructions:  564000000 cycles:  480482726 heartbeat IPC: 1.10343 cumulative IPC: 1.09564 (Simulation time: 0 hr 28 min 30 sec) 
Heartbeat CPU  0 instructions:  565000003 cycles:  481388020 heartbeat IPC: 1.10462 cumulative IPC: 1.09566 (Simulation time: 0 hr 28 min 33 sec) 
Heartbeat CPU  0 instructions:  566000000 cycles:  482292419 heartbeat IPC: 1.10570 cumulative IPC: 1.09568 (Simulation time: 0 hr 28 min 37 sec) 
Heartbeat CPU  0 instructions:  567000003 cycles:  483197903 heartbeat IPC: 1.10439 cumulative IPC: 1.09570 (Simulation time: 0 hr 28 min 40 sec) 
Heartbeat CPU  0 instructions:  568000000 cycles:  484105305 heartbeat IPC: 1.10204 cumulative IPC: 1.09571 (Simulation time: 0 hr 28 min 43 sec) 
Heartbeat CPU  0 instructions:  569000001 cycles:  485014982 heartbeat IPC: 1.09929 cumulative IPC: 1.09572 (Simulation time: 0 hr 28 min 46 sec) 
Heartbeat CPU  0 instructions:  570000002 cycles:  485920096 heartbeat IPC: 1.10483 cumulative IPC: 1.09574 (Simulation time: 0 hr 28 min 49 sec) 
Heartbeat CPU  0 instructions:  571000000 cycles:  486829976 heartbeat IPC: 1.09904 cumulative IPC: 1.09575 (Simulation time: 0 hr 28 min 52 sec) 
Heartbeat CPU  0 instructions:  572000000 cycles:  487745383 heartbeat IPC: 1.09241 cumulative IPC: 1.09574 (Simulation time: 0 hr 28 min 55 sec) 
Heartbeat CPU  0 instructions:  573000002 cycles:  488650383 heartbeat IPC: 1.10497 cumulative IPC: 1.09576 (Simulation time: 0 hr 28 min 59 sec) 
Heartbeat CPU  0 instructions:  574000001 cycles:  489569967 heartbeat IPC: 1.08745 cumulative IPC: 1.09574 (Simulation time: 0 hr 29 min 2 sec) 
Heartbeat CPU  0 instructions:  575000000 cycles:  490478899 heartbeat IPC: 1.10019 cumulative IPC: 1.09575 (Simulation time: 0 hr 29 min 5 sec) 
Heartbeat CPU  0 instructions:  576000000 cycles:  491390491 heartbeat IPC: 1.09698 cumulative IPC: 1.09575 (Simulation time: 0 hr 29 min 8 sec) 
Heartbeat CPU  0 instructions:  577000001 cycles:  492302954 heartbeat IPC: 1.09594 cumulative IPC: 1.09575 (Simulation time: 0 hr 29 min 11 sec) 
Heartbeat CPU  0 instructions:  578000003 cycles:  493215626 heartbeat IPC: 1.09569 cumulative IPC: 1.09575 (Simulation time: 0 hr 29 min 14 sec) 
Heartbeat CPU  0 instructions:  579000000 cycles:  494131174 heartbeat IPC: 1.09224 cumulative IPC: 1.09575 (Simulation time: 0 hr 29 min 17 sec) 
Heartbeat CPU  0 instructions:  580000000 cycles:  495048127 heartbeat IPC: 1.09057 cumulative IPC: 1.09574 (Simulation time: 0 hr 29 min 20 sec) 
Heartbeat CPU  0 instructions:  581000000 cycles:  495958093 heartbeat IPC: 1.09894 cumulative IPC: 1.09574 (Simulation time: 0 hr 29 min 24 sec) 
Heartbeat CPU  0 instructions:  582000003 cycles:  496869434 heartbeat IPC: 1.09729 cumulative IPC: 1.09574 (Simulation time: 0 hr 29 min 27 sec) 
Heartbeat CPU  0 instructions:  583000001 cycles:  497777843 heartbeat IPC: 1.10082 cumulative IPC: 1.09576 (Simulation time: 0 hr 29 min 30 sec) 
Heartbeat CPU  0 instructions:  584000000 cycles:  498681968 heartbeat IPC: 1.10604 cumulative IPC: 1.09578 (Simulation time: 0 hr 29 min 33 sec) 
Heartbeat CPU  0 instructions:  585000002 cycles:  499588916 heartbeat IPC: 1.10260 cumulative IPC: 1.09579 (Simulation time: 0 hr 29 min 36 sec) 
Heartbeat CPU  0 instructions:  586000001 cycles:  500492531 heartbeat IPC: 1.10666 cumulative IPC: 1.09581 (Simulation time: 0 hr 29 min 39 sec) 
Heartbeat CPU  0 instructions:  587000001 cycles:  501402399 heartbeat IPC: 1.09906 cumulative IPC: 1.09582 (Simulation time: 0 hr 29 min 42 sec) 
Heartbeat CPU  0 instructions:  588000000 cycles:  502304944 heartbeat IPC: 1.10798 cumulative IPC: 1.09584 (Simulation time: 0 hr 29 min 45 sec) 
Heartbeat CPU  0 instructions:  589000001 cycles:  503208327 heartbeat IPC: 1.10695 cumulative IPC: 1.09587 (Simulation time: 0 hr 29 min 49 sec) 
Heartbeat CPU  0 instructions:  590000003 cycles:  504113365 heartbeat IPC: 1.10493 cumulative IPC: 1.09588 (Simulation time: 0 hr 29 min 52 sec) 
Heartbeat CPU  0 instructions:  591000001 cycles:  505023524 heartbeat IPC: 1.09871 cumulative IPC: 1.09589 (Simulation time: 0 hr 29 min 55 sec) 
Heartbeat CPU  0 instructions:  592000000 cycles:  505927179 heartbeat IPC: 1.10662 cumulative IPC: 1.09591 (Simulation time: 0 hr 29 min 58 sec) 
Heartbeat CPU  0 instructions:  593000003 cycles:  506838032 heartbeat IPC: 1.09788 cumulative IPC: 1.09592 (Simulation time: 0 hr 30 min 1 sec) 
Heartbeat CPU  0 instructions:  594000001 cycles:  507749179 heartbeat IPC: 1.09752 cumulative IPC: 1.09592 (Simulation time: 0 hr 30 min 4 sec) 
Heartbeat CPU  0 instructions:  595000002 cycles:  508660400 heartbeat IPC: 1.09743 cumulative IPC: 1.09592 (Simulation time: 0 hr 30 min 7 sec) 
Heartbeat CPU  0 instructions:  596000000 cycles:  509572819 heartbeat IPC: 1.09599 cumulative IPC: 1.09592 (Simulation time: 0 hr 30 min 10 sec) 
Heartbeat CPU  0 instructions:  597000000 cycles:  510507734 heartbeat IPC: 1.06962 cumulative IPC: 1.09587 (Simulation time: 0 hr 30 min 13 sec) 
Heartbeat CPU  0 instructions:  598000001 cycles:  511412909 heartbeat IPC: 1.10476 cumulative IPC: 1.09589 (Simulation time: 0 hr 30 min 17 sec) 
Heartbeat CPU  0 instructions:  599000002 cycles:  512321649 heartbeat IPC: 1.10043 cumulative IPC: 1.09589 (Simulation time: 0 hr 30 min 20 sec) 
Heartbeat CPU  0 instructions:  600000000 cycles:  513224161 heartbeat IPC: 1.10802 cumulative IPC: 1.09592 (Simulation time: 0 hr 30 min 23 sec) 
Finished CPU 0 instructions: 500000000 cycles: 456238145 cumulative IPC: 1.09592 (Simulation time: 0 hr 30 min 23 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 500000000
Core_0_cycles 456238145
Core_0_IPC 1.09592

Core_0_branch_prediction_accuracy 99.97492
Core_0_branch_MPKI 0.00169
Core_0_average_ROB_occupancy_at_mispredict 175.04858

Core_0_L1D_total_access 196486212
Core_0_L1D_total_hit 156416499
Core_0_L1D_total_miss 40069713
Core_0_L1D_loads 156484028
Core_0_L1D_load_hit 119702872
Core_0_L1D_load_miss 36781156
Core_0_L1D_RFOs 40002184
Core_0_L1D_RFO_hit 36713627
Core_0_L1D_RFO_miss 3288557
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 23.86326

Core_0_L1D_rq_access 192724706
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 34389840
Core_0_L1D_rq_to_cache 158332878
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 40531645
Core_0_L1D_wq_forward 1988
Core_0_L1D_wq_merged 267664
Core_0_L1D_wq_to_cache 40263981
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 499170
Core_0_L1D_acc_level_0 499170
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 115665994
Core_0_L1I_total_hit 102665966
Core_0_L1I_total_miss 13000028
Core_0_L1I_loads 115665994
Core_0_L1I_load_hit 102665966
Core_0_L1I_load_miss 13000028
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 11.90322

Core_0_L1I_rq_access 500000000
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 369225826
Core_0_L1I_rq_to_cache 130774174
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 499170
Core_0_L1I_acc_level_0 499170
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 81732109
Core_0_L2C_total_hit 76934921
Core_0_L2C_total_miss 4797188
Core_0_L2C_loads 49773677
Core_0_L2C_load_hit 45761518
Core_0_L2C_load_miss 4012159
Core_0_L2C_RFOs 3285003
Core_0_L2C_RFO_hit 2879502
Core_0_L2C_RFO_miss 405501
Core_0_L2C_prefetches 24997635
Core_0_L2C_prefetch_hit 24619122
Core_0_L2C_prefetch_miss 378513
Core_0_L2C_writebacks 3675794
Core_0_L2C_writeback_hit 3674779
Core_0_L2C_writeback_miss 1015
Core_0_L2C_prefetch_requested 55376675
Core_0_L2C_prefetch_dropped 666667
Core_0_L2C_prefetch_issued 54710008
Core_0_L2C_prefetch_filled 453444
Core_0_L2C_prefetch_useful 429650
Core_0_L2C_prefetch_useless 23757
Core_0_L2C_prefetch_late 24924
Core_0_L2C_average_miss_latency 78.44291

Core_0_L2C_rq_access 53069742
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 53058681
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 3675794
Core_0_L2C_wq_forward 11437
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 3675794
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 54710008
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 7642558
Core_0_L2C_pq_to_cache 47067074
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 499170
Core_0_L2C_acc_level_0 328108
Core_0_L2C_acc_level_1 40321
Core_0_L2C_acc_level_2 26767
Core_0_L2C_acc_level_3 16057
Core_0_L2C_acc_level_4 9945
Core_0_L2C_acc_level_5 24441
Core_0_L2C_acc_level_6 8661
Core_0_L2C_acc_level_7 10789
Core_0_L2C_acc_level_8 6829
Core_0_L2C_acc_level_9 27252

Core_0_LLC_total_access 17874574
Core_0_LLC_total_hit 16477802
Core_0_LLC_total_miss 1396772
Core_0_LLC_loads 3987229
Core_0_LLC_load_hit 3889617
Core_0_LLC_load_miss 97612
Core_0_LLC_RFOs 400516
Core_0_LLC_RFO_hit 106246
Core_0_LLC_RFO_miss 294270
Core_0_LLC_prefetches 13078443
Core_0_LLC_prefetch_hit 12134050
Core_0_LLC_prefetch_miss 944393
Core_0_LLC_writebacks 408386
Core_0_LLC_writeback_hit 347889
Core_0_LLC_writeback_miss 60497
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 1140478
Core_0_LLC_prefetch_useful 1030404
Core_0_LLC_prefetch_useless 106504
Core_0_LLC_prefetch_late 9116
Core_0_LLC_average_miss_latency 323.92782

Core_0_LLC_rq_access 4392763
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 4387745
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 408386
Core_0_LLC_wq_forward 5023
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 408386
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 16092029
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 220526
Core_0_LLC_pq_to_cache 15871498
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 501196
Core_0_LLC_acc_level_0 332462
Core_0_LLC_acc_level_1 31401
Core_0_LLC_acc_level_2 18781
Core_0_LLC_acc_level_3 13456
Core_0_LLC_acc_level_4 8391
Core_0_LLC_acc_level_5 11634
Core_0_LLC_acc_level_6 7099
Core_0_LLC_acc_level_7 7146
