*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/462.libquantum-1343B.champsimtrace.xz
Heartbeat CPU  0 instructions:  480000000 cycles:  667983260 heartbeat IPC: 0.74908 cumulative IPC: 0.62755 (Simulation time: 0 hr 18 min 35 sec) 
Heartbeat CPU  0 instructions:  481000003 cycles:  669302855 heartbeat IPC: 0.75781 cumulative IPC: 0.62784 (Simulation time: 0 hr 18 min 38 sec) 
Heartbeat CPU  0 instructions:  482000000 cycles:  670646555 heartbeat IPC: 0.74421 cumulative IPC: 0.62809 (Simulation time: 0 hr 18 min 40 sec) 
Heartbeat CPU  0 instructions:  483000001 cycles:  671984197 heartbeat IPC: 0.74758 cumulative IPC: 0.62836 (Simulation time: 0 hr 18 min 42 sec) 
Heartbeat CPU  0 instructions:  484000000 cycles:  673314025 heartbeat IPC: 0.75198 cumulative IPC: 0.62863 (Simulation time: 0 hr 18 min 45 sec) 
Heartbeat CPU  0 instructions:  485000003 cycles:  674636200 heartbeat IPC: 0.75633 cumulative IPC: 0.62890 (Simulation time: 0 hr 18 min 47 sec) 
Heartbeat CPU  0 instructions:  486000000 cycles:  675971287 heartbeat IPC: 0.74901 cumulative IPC: 0.62916 (Simulation time: 0 hr 18 min 50 sec) 
Heartbeat CPU  0 instructions:  487000000 cycles:  677327956 heartbeat IPC: 0.73710 cumulative IPC: 0.62940 (Simulation time: 0 hr 18 min 52 sec) 
Heartbeat CPU  0 instructions:  488000000 cycles:  678696981 heartbeat IPC: 0.73045 cumulative IPC: 0.62963 (Simulation time: 0 hr 18 min 54 sec) 
Heartbeat CPU  0 instructions:  489000003 cycles:  680058905 heartbeat IPC: 0.73426 cumulative IPC: 0.62986 (Simulation time: 0 hr 18 min 57 sec) 
Heartbeat CPU  0 instructions:  490000002 cycles:  681402497 heartbeat IPC: 0.74427 cumulative IPC: 0.63011 (Simulation time: 0 hr 18 min 59 sec) 
Heartbeat CPU  0 instructions:  491000001 cycles:  682750428 heartbeat IPC: 0.74188 cumulative IPC: 0.63035 (Simulation time: 0 hr 19 min 1 sec) 
Heartbeat CPU  0 instructions:  492000000 cycles:  684096090 heartbeat IPC: 0.74313 cumulative IPC: 0.63059 (Simulation time: 0 hr 19 min 4 sec) 
Heartbeat CPU  0 instructions:  493000003 cycles:  685423475 heartbeat IPC: 0.75336 cumulative IPC: 0.63085 (Simulation time: 0 hr 19 min 6 sec) 
Heartbeat CPU  0 instructions:  494000002 cycles:  686761866 heartbeat IPC: 0.74717 cumulative IPC: 0.63110 (Simulation time: 0 hr 19 min 8 sec) 
Heartbeat CPU  0 instructions:  495000002 cycles:  688086737 heartbeat IPC: 0.75479 cumulative IPC: 0.63137 (Simulation time: 0 hr 19 min 11 sec) 
Heartbeat CPU  0 instructions:  496000000 cycles:  689386084 heartbeat IPC: 0.76962 cumulative IPC: 0.63165 (Simulation time: 0 hr 19 min 13 sec) 
Heartbeat CPU  0 instructions:  497000000 cycles:  690671679 heartbeat IPC: 0.77785 cumulative IPC: 0.63195 (Simulation time: 0 hr 19 min 15 sec) 
Heartbeat CPU  0 instructions:  498000002 cycles:  691973949 heartbeat IPC: 0.76789 cumulative IPC: 0.63223 (Simulation time: 0 hr 19 min 18 sec) 
Heartbeat CPU  0 instructions:  499000000 cycles:  693268999 heartbeat IPC: 0.77217 cumulative IPC: 0.63252 (Simulation time: 0 hr 19 min 20 sec) 
Heartbeat CPU  0 instructions:  500000000 cycles:  694556883 heartbeat IPC: 0.77647 cumulative IPC: 0.63281 (Simulation time: 0 hr 19 min 23 sec) 
Heartbeat CPU  0 instructions:  501000003 cycles:  695849359 heartbeat IPC: 0.77371 cumulative IPC: 0.63310 (Simulation time: 0 hr 19 min 25 sec) 
Heartbeat CPU  0 instructions:  502000002 cycles:  697123046 heartbeat IPC: 0.78512 cumulative IPC: 0.63341 (Simulation time: 0 hr 19 min 27 sec) 
Heartbeat CPU  0 instructions:  503000001 cycles:  698417106 heartbeat IPC: 0.77276 cumulative IPC: 0.63369 (Simulation time: 0 hr 19 min 29 sec) 
Heartbeat CPU  0 instructions:  504000000 cycles:  699681226 heartbeat IPC: 0.79106 cumulative IPC: 0.63400 (Simulation time: 0 hr 19 min 32 sec) 
Heartbeat CPU  0 instructions:  505000003 cycles:  700974759 heartbeat IPC: 0.77308 cumulative IPC: 0.63428 (Simulation time: 0 hr 19 min 34 sec) 
Heartbeat CPU  0 instructions:  506000002 cycles:  702273594 heartbeat IPC: 0.76992 cumulative IPC: 0.63456 (Simulation time: 0 hr 19 min 36 sec) 
Heartbeat CPU  0 instructions:  507000001 cycles:  703551892 heartbeat IPC: 0.78229 cumulative IPC: 0.63485 (Simulation time: 0 hr 19 min 39 sec) 
Heartbeat CPU  0 instructions:  508000000 cycles:  704838025 heartbeat IPC: 0.77752 cumulative IPC: 0.63514 (Simulation time: 0 hr 19 min 41 sec) 
Heartbeat CPU  0 instructions:  509000002 cycles:  706112031 heartbeat IPC: 0.78493 cumulative IPC: 0.63543 (Simulation time: 0 hr 19 min 43 sec) 
Heartbeat CPU  0 instructions:  510000001 cycles:  707413418 heartbeat IPC: 0.76841 cumulative IPC: 0.63570 (Simulation time: 0 hr 19 min 45 sec) 
Heartbeat CPU  0 instructions:  511000001 cycles:  708725921 heartbeat IPC: 0.76190 cumulative IPC: 0.63596 (Simulation time: 0 hr 19 min 48 sec) 
Heartbeat CPU  0 instructions:  512000000 cycles:  710031479 heartbeat IPC: 0.76596 cumulative IPC: 0.63622 (Simulation time: 0 hr 19 min 50 sec) 
Heartbeat CPU  0 instructions:  513000001 cycles:  711343392 heartbeat IPC: 0.76225 cumulative IPC: 0.63648 (Simulation time: 0 hr 19 min 52 sec) 
Heartbeat CPU  0 instructions:  514000003 cycles:  712639006 heartbeat IPC: 0.77184 cumulative IPC: 0.63675 (Simulation time: 0 hr 19 min 55 sec) 
Heartbeat CPU  0 instructions:  515000003 cycles:  713923674 heartbeat IPC: 0.77841 cumulative IPC: 0.63703 (Simulation time: 0 hr 19 min 57 sec) 
Heartbeat CPU  0 instructions:  516000000 cycles:  715216169 heartbeat IPC: 0.77370 cumulative IPC: 0.63730 (Simulation time: 0 hr 19 min 59 sec) 
Heartbeat CPU  0 instructions:  517000000 cycles:  716496370 heartbeat IPC: 0.78113 cumulative IPC: 0.63758 (Simulation time: 0 hr 20 min 2 sec) 
Heartbeat CPU  0 instructions:  518000001 cycles:  717807613 heartbeat IPC: 0.76264 cumulative IPC: 0.63783 (Simulation time: 0 hr 20 min 4 sec) 
Heartbeat CPU  0 instructions:  519000000 cycles:  719166383 heartbeat IPC: 0.73596 cumulative IPC: 0.63803 (Simulation time: 0 hr 20 min 6 sec) 
Heartbeat CPU  0 instructions:  520000000 cycles:  720521013 heartbeat IPC: 0.73821 cumulative IPC: 0.63824 (Simulation time: 0 hr 20 min 9 sec) 
Heartbeat CPU  0 instructions:  521000000 cycles:  721871094 heartbeat IPC: 0.74070 cumulative IPC: 0.63845 (Simulation time: 0 hr 20 min 11 sec) 
Heartbeat CPU  0 instructions:  522000002 cycles:  723213659 heartbeat IPC: 0.74484 cumulative IPC: 0.63866 (Simulation time: 0 hr 20 min 13 sec) 
Heartbeat CPU  0 instructions:  523000002 cycles:  724558610 heartbeat IPC: 0.74352 cumulative IPC: 0.63888 (Simulation time: 0 hr 20 min 16 sec) 
Heartbeat CPU  0 instructions:  524000000 cycles:  725896451 heartbeat IPC: 0.74747 cumulative IPC: 0.63909 (Simulation time: 0 hr 20 min 18 sec) 
Heartbeat CPU  0 instructions:  525000000 cycles:  727219673 heartbeat IPC: 0.75573 cumulative IPC: 0.63933 (Simulation time: 0 hr 20 min 20 sec) 
Heartbeat CPU  0 instructions:  526000001 cycles:  728554637 heartbeat IPC: 0.74908 cumulative IPC: 0.63955 (Simulation time: 0 hr 20 min 23 sec) 
Heartbeat CPU  0 instructions:  527000002 cycles:  729877299 heartbeat IPC: 0.75605 cumulative IPC: 0.63978 (Simulation time: 0 hr 20 min 25 sec) 
Heartbeat CPU  0 instructions:  528000000 cycles:  731208653 heartbeat IPC: 0.75111 cumulative IPC: 0.64000 (Simulation time: 0 hr 20 min 28 sec) 
Heartbeat CPU  0 instructions:  529000000 cycles:  732556773 heartbeat IPC: 0.74177 cumulative IPC: 0.64020 (Simulation time: 0 hr 20 min 30 sec) 
Heartbeat CPU  0 instructions:  530000000 cycles:  733885779 heartbeat IPC: 0.75244 cumulative IPC: 0.64043 (Simulation time: 0 hr 20 min 32 sec) 
Heartbeat CPU  0 instructions:  531000000 cycles:  735229282 heartbeat IPC: 0.74432 cumulative IPC: 0.64063 (Simulation time: 0 hr 20 min 35 sec) 
Heartbeat CPU  0 instructions:  532000000 cycles:  736550134 heartbeat IPC: 0.75709 cumulative IPC: 0.64086 (Simulation time: 0 hr 20 min 37 sec) 
Heartbeat CPU  0 instructions:  533000001 cycles:  737902036 heartbeat IPC: 0.73970 cumulative IPC: 0.64106 (Simulation time: 0 hr 20 min 40 sec) 
Heartbeat CPU  0 instructions:  534000000 cycles:  739265167 heartbeat IPC: 0.73360 cumulative IPC: 0.64125 (Simulation time: 0 hr 20 min 42 sec) 
Heartbeat CPU  0 instructions:  535000003 cycles:  740629390 heartbeat IPC: 0.73302 cumulative IPC: 0.64143 (Simulation time: 0 hr 20 min 44 sec) 
Heartbeat CPU  0 instructions:  536000000 cycles:  741998302 heartbeat IPC: 0.73050 cumulative IPC: 0.64161 (Simulation time: 0 hr 20 min 47 sec) 
Heartbeat CPU  0 instructions:  537000001 cycles:  743337857 heartbeat IPC: 0.74652 cumulative IPC: 0.64182 (Simulation time: 0 hr 20 min 49 sec) 
Heartbeat CPU  0 instructions:  538000000 cycles:  744672741 heartbeat IPC: 0.74913 cumulative IPC: 0.64203 (Simulation time: 0 hr 20 min 51 sec) 
Heartbeat CPU  0 instructions:  539000003 cycles:  746023269 heartbeat IPC: 0.74045 cumulative IPC: 0.64222 (Simulation time: 0 hr 20 min 54 sec) 
Heartbeat CPU  0 instructions:  540000000 cycles:  747349276 heartbeat IPC: 0.75414 cumulative IPC: 0.64244 (Simulation time: 0 hr 20 min 56 sec) 
Heartbeat CPU  0 instructions:  541000001 cycles:  748695658 heartbeat IPC: 0.74273 cumulative IPC: 0.64263 (Simulation time: 0 hr 20 min 59 sec) 
Heartbeat CPU  0 instructions:  542000000 cycles:  750156715 heartbeat IPC: 0.68444 cumulative IPC: 0.64272 (Simulation time: 0 hr 21 min 2 sec) 
Heartbeat CPU  0 instructions:  543000000 cycles:  752193190 heartbeat IPC: 0.49104 cumulative IPC: 0.64228 (Simulation time: 0 hr 21 min 5 sec) 
Heartbeat CPU  0 instructions:  544000000 cycles:  754404395 heartbeat IPC: 0.45224 cumulative IPC: 0.64167 (Simulation time: 0 hr 21 min 9 sec) 
Heartbeat CPU  0 instructions:  545000000 cycles:  756621772 heartbeat IPC: 0.45098 cumulative IPC: 0.64106 (Simulation time: 0 hr 21 min 12 sec) 
Heartbeat CPU  0 instructions:  546000000 cycles:  758833077 heartbeat IPC: 0.45222 cumulative IPC: 0.64046 (Simulation time: 0 hr 21 min 16 sec) 
Heartbeat CPU  0 instructions:  547000000 cycles:  761042369 heartbeat IPC: 0.45263 cumulative IPC: 0.63987 (Simulation time: 0 hr 21 min 20 sec) 
Heartbeat CPU  0 instructions:  548000000 cycles:  763249085 heartbeat IPC: 0.45316 cumulative IPC: 0.63928 (Simulation time: 0 hr 21 min 23 sec) 
Heartbeat CPU  0 instructions:  549000000 cycles:  765446631 heartbeat IPC: 0.45505 cumulative IPC: 0.63870 (Simulation time: 0 hr 21 min 27 sec) 
Heartbeat CPU  0 instructions:  550000000 cycles:  767654543 heartbeat IPC: 0.45292 cumulative IPC: 0.63812 (Simulation time: 0 hr 21 min 31 sec) 
Heartbeat CPU  0 instructions:  551000000 cycles:  769850178 heartbeat IPC: 0.45545 cumulative IPC: 0.63755 (Simulation time: 0 hr 21 min 34 sec) 
Heartbeat CPU  0 instructions:  552000000 cycles:  772043917 heartbeat IPC: 0.45584 cumulative IPC: 0.63699 (Simulation time: 0 hr 21 min 38 sec) 
Heartbeat CPU  0 instructions:  553000000 cycles:  774239152 heartbeat IPC: 0.45553 cumulative IPC: 0.63643 (Simulation time: 0 hr 21 min 41 sec) 
Heartbeat CPU  0 instructions:  554000000 cycles:  776447264 heartbeat IPC: 0.45288 cumulative IPC: 0.63586 (Simulation time: 0 hr 21 min 45 sec) 
Heartbeat CPU  0 instructions:  555000000 cycles:  778645116 heartbeat IPC: 0.45499 cumulative IPC: 0.63531 (Simulation time: 0 hr 21 min 48 sec) 
Heartbeat CPU  0 instructions:  556000000 cycles:  780947447 heartbeat IPC: 0.43434 cumulative IPC: 0.63467 (Simulation time: 0 hr 21 min 52 sec) 
Heartbeat CPU  0 instructions:  557000001 cycles:  783668481 heartbeat IPC: 0.36751 cumulative IPC: 0.63366 (Simulation time: 0 hr 21 min 55 sec) 
Heartbeat CPU  0 instructions:  558000002 cycles:  786223863 heartbeat IPC: 0.39133 cumulative IPC: 0.63280 (Simulation time: 0 hr 21 min 57 sec) 
Heartbeat CPU  0 instructions:  559000002 cycles:  788783224 heartbeat IPC: 0.39072 cumulative IPC: 0.63195 (Simulation time: 0 hr 22 min 0 sec) 
Heartbeat CPU  0 instructions:  560000000 cycles:  791342993 heartbeat IPC: 0.39066 cumulative IPC: 0.63110 (Simulation time: 0 hr 22 min 2 sec) 
Heartbeat CPU  0 instructions:  561000000 cycles:  793880610 heartbeat IPC: 0.39407 cumulative IPC: 0.63028 (Simulation time: 0 hr 22 min 5 sec) 
Heartbeat CPU  0 instructions:  562000000 cycles:  796377919 heartbeat IPC: 0.40043 cumulative IPC: 0.62950 (Simulation time: 0 hr 22 min 7 sec) 
Heartbeat CPU  0 instructions:  563000001 cycles:  798931397 heartbeat IPC: 0.39162 cumulative IPC: 0.62867 (Simulation time: 0 hr 22 min 10 sec) 
Heartbeat CPU  0 instructions:  564000000 cycles:  801372559 heartbeat IPC: 0.40964 cumulative IPC: 0.62795 (Simulation time: 0 hr 22 min 12 sec) 
Heartbeat CPU  0 instructions:  565000000 cycles:  803936604 heartbeat IPC: 0.39001 cumulative IPC: 0.62713 (Simulation time: 0 hr 22 min 15 sec) 
Heartbeat CPU  0 instructions:  566000002 cycles:  806476582 heartbeat IPC: 0.39370 cumulative IPC: 0.62633 (Simulation time: 0 hr 22 min 18 sec) 
Heartbeat CPU  0 instructions:  567000000 cycles:  808989630 heartbeat IPC: 0.39792 cumulative IPC: 0.62556 (Simulation time: 0 hr 22 min 20 sec) 
Heartbeat CPU  0 instructions:  568000000 cycles:  811465965 heartbeat IPC: 0.40382 cumulative IPC: 0.62483 (Simulation time: 0 hr 22 min 23 sec) 
Heartbeat CPU  0 instructions:  569000000 cycles:  814061488 heartbeat IPC: 0.38528 cumulative IPC: 0.62400 (Simulation time: 0 hr 22 min 25 sec) 
Heartbeat CPU  0 instructions:  570000002 cycles:  816663929 heartbeat IPC: 0.38426 cumulative IPC: 0.62317 (Simulation time: 0 hr 22 min 28 sec) 
Heartbeat CPU  0 instructions:  571000001 cycles:  819272133 heartbeat IPC: 0.38341 cumulative IPC: 0.62235 (Simulation time: 0 hr 22 min 31 sec) 
Heartbeat CPU  0 instructions:  572000000 cycles:  821818901 heartbeat IPC: 0.39265 cumulative IPC: 0.62158 (Simulation time: 0 hr 22 min 33 sec) 
Heartbeat CPU  0 instructions:  573000000 cycles:  824351061 heartbeat IPC: 0.39492 cumulative IPC: 0.62082 (Simulation time: 0 hr 22 min 36 sec) 
Heartbeat CPU  0 instructions:  574000002 cycles:  826917931 heartbeat IPC: 0.38958 cumulative IPC: 0.62005 (Simulation time: 0 hr 22 min 38 sec) 
Heartbeat CPU  0 instructions:  575000000 cycles:  829444375 heartbeat IPC: 0.39581 cumulative IPC: 0.61931 (Simulation time: 0 hr 22 min 41 sec) 
Heartbeat CPU  0 instructions:  576000000 cycles:  831491806 heartbeat IPC: 0.48842 cumulative IPC: 0.61896 (Simulation time: 0 hr 22 min 44 sec) 
Heartbeat CPU  0 instructions:  577000002 cycles:  832734835 heartbeat IPC: 0.80449 cumulative IPC: 0.61926 (Simulation time: 0 hr 22 min 46 sec) 
Heartbeat CPU  0 instructions:  578000001 cycles:  833895314 heartbeat IPC: 0.86171 cumulative IPC: 0.61962 (Simulation time: 0 hr 22 min 48 sec) 
Heartbeat CPU  0 instructions:  579000001 cycles:  835041023 heartbeat IPC: 0.87282 cumulative IPC: 0.62000 (Simulation time: 0 hr 22 min 51 sec) 
Heartbeat CPU  0 instructions:  580000000 cycles:  836183924 heartbeat IPC: 0.87497 cumulative IPC: 0.62037 (Simulation time: 0 hr 22 min 53 sec) 
Heartbeat CPU  0 instructions:  581000000 cycles:  837317159 heartbeat IPC: 0.88243 cumulative IPC: 0.62076 (Simulation time: 0 hr 22 min 55 sec) 
Heartbeat CPU  0 instructions:  582000000 cycles:  838452957 heartbeat IPC: 0.88044 cumulative IPC: 0.62114 (Simulation time: 0 hr 22 min 58 sec) 
Heartbeat CPU  0 instructions:  583000000 cycles:  839579746 heartbeat IPC: 0.88748 cumulative IPC: 0.62152 (Simulation time: 0 hr 23 min 0 sec) 
Heartbeat CPU  0 instructions:  584000000 cycles:  840719090 heartbeat IPC: 0.87770 cumulative IPC: 0.62190 (Simulation time: 0 hr 23 min 2 sec) 
Heartbeat CPU  0 instructions:  585000003 cycles:  841844191 heartbeat IPC: 0.88881 cumulative IPC: 0.62228 (Simulation time: 0 hr 23 min 4 sec) 
Heartbeat CPU  0 instructions:  586000002 cycles:  842983767 heartbeat IPC: 0.87752 cumulative IPC: 0.62266 (Simulation time: 0 hr 23 min 7 sec) 
Heartbeat CPU  0 instructions:  587000002 cycles:  844121212 heartbeat IPC: 0.87916 cumulative IPC: 0.62303 (Simulation time: 0 hr 23 min 9 sec) 
Heartbeat CPU  0 instructions:  588000000 cycles:  845252412 heartbeat IPC: 0.88402 cumulative IPC: 0.62341 (Simulation time: 0 hr 23 min 11 sec) 
Heartbeat CPU  0 instructions:  589000001 cycles:  846390486 heartbeat IPC: 0.87868 cumulative IPC: 0.62378 (Simulation time: 0 hr 23 min 14 sec) 
Heartbeat CPU  0 instructions:  590000001 cycles:  847516117 heartbeat IPC: 0.88839 cumulative IPC: 0.62416 (Simulation time: 0 hr 23 min 16 sec) 
Heartbeat CPU  0 instructions:  591000001 cycles:  848658260 heartbeat IPC: 0.87555 cumulative IPC: 0.62452 (Simulation time: 0 hr 23 min 18 sec) 
Heartbeat CPU  0 instructions:  592000000 cycles:  849806483 heartbeat IPC: 0.87091 cumulative IPC: 0.62488 (Simulation time: 0 hr 23 min 21 sec) 
Heartbeat CPU  0 instructions:  593000000 cycles:  850947134 heartbeat IPC: 0.87669 cumulative IPC: 0.62525 (Simulation time: 0 hr 23 min 23 sec) 
Heartbeat CPU  0 instructions:  594000000 cycles:  852097980 heartbeat IPC: 0.86893 cumulative IPC: 0.62560 (Simulation time: 0 hr 23 min 25 sec) 
Heartbeat CPU  0 instructions:  595000003 cycles:  853234043 heartbeat IPC: 0.88024 cumulative IPC: 0.62597 (Simulation time: 0 hr 23 min 28 sec) 
Heartbeat CPU  0 instructions:  596000000 cycles:  854367888 heartbeat IPC: 0.88195 cumulative IPC: 0.62633 (Simulation time: 0 hr 23 min 30 sec) 
Heartbeat CPU  0 instructions:  597000000 cycles:  855506974 heartbeat IPC: 0.87790 cumulative IPC: 0.62670 (Simulation time: 0 hr 23 min 32 sec) 
Heartbeat CPU  0 instructions:  598000003 cycles:  856637664 heartbeat IPC: 0.88442 cumulative IPC: 0.62706 (Simulation time: 0 hr 23 min 35 sec) 
Heartbeat CPU  0 instructions:  599000000 cycles:  857797385 heartbeat IPC: 0.86227 cumulative IPC: 0.62741 (Simulation time: 0 hr 23 min 37 sec) 
Heartbeat CPU  0 instructions:  600000000 cycles:  859099693 heartbeat IPC: 0.76787 cumulative IPC: 0.62763 (Simulation time: 0 hr 23 min 39 sec) 
Finished CPU 0 instructions: 500000000 cycles: 796641470 cumulative IPC: 0.62763 (Simulation time: 0 hr 23 min 39 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 500000000
Core_0_cycles 796641470
Core_0_IPC 0.62763

Core_0_branch_prediction_accuracy 96.40362
Core_0_branch_MPKI 6.57463
Core_0_average_ROB_occupancy_at_mispredict 62.03567

Core_0_L1D_total_access 64975931
Core_0_L1D_total_hit 52239258
Core_0_L1D_total_miss 12736673
Core_0_L1D_loads 51139092
Core_0_L1D_load_hit 38402514
Core_0_L1D_load_miss 12736578
Core_0_L1D_RFOs 13836839
Core_0_L1D_RFO_hit 13836744
Core_0_L1D_RFO_miss 95
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 63.05149

Core_0_L1D_rq_access 152838172
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 88446798
Core_0_L1D_rq_to_cache 64391374
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 13837026
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 0
Core_0_L1D_wq_to_cache 13837026
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 819720
Core_0_L1D_acc_level_0 819720
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 134160532
Core_0_L1I_total_hit 134160507
Core_0_L1I_total_miss 25
Core_0_L1I_loads 134160532
Core_0_L1I_load_hit 134160507
Core_0_L1I_load_miss 25
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 302.84000

Core_0_L1I_rq_access 500000001
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 365839464
Core_0_L1I_rq_to_cache 134160537
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 819720
Core_0_L1I_acc_level_0 819720
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 21782919
Core_0_L2C_total_hit 9046196
Core_0_L2C_total_miss 12736723
Core_0_L2C_loads 12736603
Core_0_L2C_load_hit 4015682
Core_0_L2C_load_miss 8720921
Core_0_L2C_RFOs 95
Core_0_L2C_RFO_hit 0
Core_0_L2C_RFO_miss 95
Core_0_L2C_prefetches 4017782
Core_0_L2C_prefetch_hit 2075
Core_0_L2C_prefetch_miss 4015707
Core_0_L2C_writebacks 5028439
Core_0_L2C_writeback_hit 5028439
Core_0_L2C_writeback_miss 0
Core_0_L2C_prefetch_requested 110008616
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 110008616
Core_0_L2C_prefetch_filled 5711867
Core_0_L2C_prefetch_useful 5711835
Core_0_L2C_prefetch_useless 31
Core_0_L2C_prefetch_late 3592293
Core_0_L2C_average_miss_latency 65.93484

Core_0_L2C_rq_access 12736698
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 12736698
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 5028439
Core_0_L2C_wq_forward 0
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 5028439
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 110008616
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 23555723
Core_0_L2C_pq_to_cache 86452893
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 819720
Core_0_L2C_acc_level_0 1
Core_0_L2C_acc_level_1 6
Core_0_L2C_acc_level_2 120
Core_0_L2C_acc_level_3 194
Core_0_L2C_acc_level_4 1294
Core_0_L2C_acc_level_5 3293
Core_0_L2C_acc_level_6 679
Core_0_L2C_acc_level_7 8377
Core_0_L2C_acc_level_8 19796
Core_0_L2C_acc_level_9 785960

Core_0_LLC_total_access 51667112
Core_0_LLC_total_hit 38924339
Core_0_LLC_total_miss 12742773
Core_0_LLC_loads 5129671
Core_0_LLC_load_hit 4117215
Core_0_LLC_load_miss 1012456
Core_0_LLC_RFOs 95
Core_0_LLC_RFO_hit 0
Core_0_LLC_RFO_miss 95
Core_0_LLC_prefetches 41509235
Core_0_LLC_prefetch_hit 29784817
Core_0_LLC_prefetch_miss 11724418
Core_0_LLC_writebacks 5028111
Core_0_LLC_writeback_hit 5022307
Core_0_LLC_writeback_miss 5804
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 14193783
Core_0_LLC_prefetch_useful 4889319
Core_0_LLC_prefetch_useless 9283515
Core_0_LLC_prefetch_late 548382
Core_0_LLC_average_miss_latency 213.64406

Core_0_LLC_rq_access 5129766
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 5129766
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 5028111
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 5028111
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 83997299
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 12263068
Core_0_LLC_pq_to_cache 71734231
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 838965
Core_0_LLC_acc_level_0 331
Core_0_LLC_acc_level_1 14670
Core_0_LLC_acc_level_2 179341
Core_0_LLC_acc_level_3 441756
Core_0_LLC_acc_level_4 149422
Core_0_LLC_acc_level_5 32746
Core_0_LLC_acc_level_6 8963
Core_0_LLC_acc_level_7 3441
Core_0_LLC_acc_level_8 1819
